LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN3114100000000,31,141,"Platte County, NE",2016,"16,953","16,332",621,3,3.5,2.9,2.8,2.9,32876,33008,33231,33287,33470,58334,58150,59036,59290,59386,,,
CN3114300000000,31,143,"Polk County, NE",2016,"2,879","2,799",80,2.5,2.6,2.4,2.5,2.8,5171,5190,5309,5240,5213,58334,58150,59036,59290,59386,,,
CN3114500000000,31,145,"Red Willow County, NE",2016,"5,997","5,820",177,2.6,2.8,2.5,2.5,2.8,10883,10767,10760,10705,10724,58334,58150,59036,59290,59386,,,
CN3114700000000,31,147,"Richardson County, NE",2016,"4,235","4,091",144,3.2,3.2,3.2,3.1,3.2,8025,8004,7971,7938,7865,58334,58150,59036,59290,59386,,,
CN3114900000000,31,149,"Rock County, NE",2016,884,860,24,2.7,2.6,2.5,2.5,3.1,1417,1404,1420,1351,1357,58334,58150,59036,59290,59386,,,
CN3115100000000,31,151,"Saline County, NE",2016,"7,325","7,087",238,2.9,3.1,3.1,3.1,3.2,14196,14228,14365,14336,14224,58334,58150,59036,59290,59386,,,
CN3115300000000,31,153,"Sarpy County, NE",2016,"91,217","88,442","2,775",2.8,2.9,2.8,2.8,2.9,175173,178355,181376,184062,187196,58334,58150,59036,59290,59386,,,
CN3115500000000,31,155,"Saunders County, NE",2016,"10,958","10,608",350,3.1,3.1,2.8,2.9,2.8,20949,20992,21032,21274,21578,58334,58150,59036,59290,59386,,,
CN3115700000000,31,157,"Scotts Bluff County, NE",2016,"19,035","18,345",690,3.4,3.5,3.4,3.4,3.7,36245,36420,36160,35925,35618,58334,58150,59036,59290,59386,,,
CN3115900000000,31,159,"Seward County, NE",2016,"8,752","8,490",262,2.9,2.9,2.7,2.7,2.9,16994,17103,17203,17273,17284,58334,58150,59036,59290,59386,,,
CN3116100000000,31,161,"Sheridan County, NE",2016,"2,748","2,666",82,2.7,2.9,2.6,2.6,2.8,5216,5235,5268,5189,5246,58334,58150,59036,59290,59386,,,
CN3116300000000,31,163,"Sherman County, NE",2016,"1,724","1,667",57,2.9,3.2,2.8,2.7,3.2,3036,3012,3074,3044,3001,58334,58150,59036,59290,59386,,,
CN3116500000000,31,165,"Sioux County, NE",2016,791,769,22,2.5,2.7,2.9,2.7,2.8,1276,1259,1195,1186,1166,58334,58150,59036,59290,59386,,,
CN3116700000000,31,167,"Stanton County, NE",2016,"3,451","3,357",94,2.5,2.6,2.8,2.6,2.6,5944,5975,5974,5970,5920,58334,58150,59036,59290,59386,,,
CN3116900000000,31,169,"Thayer County, NE",2016,"2,919","2,843",76,2.4,2.4,2.2,2.3,2.7,5129,5080,5034,5039,5003,58334,58150,59036,59290,59386,,,
CN3117100000000,31,171,"Thomas County, NE",2016,446,431,15,3,3.3,3.2,3,3.5,693,722,722,714,722,58334,58150,59036,59290,59386,,,
CN3117300000000,31,173,"Thurston County, NE",2016,"2,976","2,827",149,5.3,4.8,4.9,4.2,4.5,7073,7139,7196,7274,7224,58334,58150,59036,59290,59386,,,
CN3117500000000,31,175,"Valley County, NE",2016,"2,099","2,037",62,2.8,2.8,2.6,3,3.2,4168,4201,4227,4197,4158,58334,58150,59036,59290,59386,,,
CN3117700000000,31,177,"Washington County, NE",2016,"11,017","10,649",368,3,3.2,3.1,2.9,2.9,19917,20213,20328,20617,20729,58334,58150,59036,59290,59386,,,
CN3117900000000,31,179,"Wayne County, NE",2016,"5,610","5,451",159,2.5,2.7,2.4,2.5,2.6,9366,9379,9213,9318,9385,58334,58150,59036,59290,59386,,,
CN3118100000000,31,181,"Webster County, NE",2016,"1,719","1,662",57,3.5,3.2,2.9,2.9,3.5,3592,3566,3505,3534,3487,58334,58150,59036,59290,59386,,,
CN3118300000000,31,183,"Wheeler County, NE",2016,556,543,13,2.3,2.1,2.2,2.4,2.8,779,804,815,802,783,58334,58150,59036,59290,59386,,,
CN3118500000000,31,185,"York County, NE",2016,"7,314","7,106",208,2.9,2.7,2.5,2.6,2.7,13797,13740,13762,13748,13679,58334,58150,59036,59290,59386,,,
CN3200100000000,32,1,"Churchill County, NV",2016,"10,674","10,095",579,7,5.5,4.4,3.8,3.5,23957,23904,24021,24506,24909,47238,47744,48397,49476,50043,,,
CN3200300000000,32,3,"Clark County, NV",2016,"1,048,043","987,211","60,832",6.8,5.8,5.2,4.7,4,2096717,2138836,2181635,2226115,2266715,47238,47744,48397,49476,50043,,,
CN3200500000000,32,5,"Douglas County, NV",2016,"22,439","21,180","1,259",6.7,5.6,4.8,4.2,3.9,47404,47834,48030,48489,48905,47238,47744,48397,49476,50043,,,
CN3200700000000,32,7,"Elko County, NV",2016,"26,974","25,758","1,216",5.1,4.5,3.7,3.1,3,51728,52082,52357,52539,52778,47238,47744,48397,49476,50043,,,
CN3200900000000,32,9,"Esmeralda County, NV",2016,530,506,24,4.4,4.7,4.1,5,3.7,830,826,843,827,873,47238,47744,48397,49476,50043,,,
CN3201100000000,32,11,"Eureka County, NV",2016,"1,045",997,48,5.8,4.6,3.1,2.6,2.4,2029,1936,1946,1998,2029,47238,47744,48397,49476,50043,,,
CN3201300000000,32,13,"Humboldt County, NV",2016,"8,309","7,862",447,5.9,5.5,4.2,3.3,2.9,17017,16795,16719,16778,16831,47238,47744,48397,49476,50043,,,
CN3201500000000,32,15,"Lander County, NV",2016,"3,186","2,988",198,6.7,6.2,4.5,3.5,3.2,5873,5684,5579,5547,5532,47238,47744,48397,49476,50043,,,
CN3201700000000,32,17,"Lincoln County, NV",2016,"2,028","1,925",103,6,5.3,4.8,4.4,4,5136,5154,5191,5237,5183,47238,47744,48397,49476,50043,,,
CN3201900000000,32,19,"Lyon County, NV",2016,"21,719","20,118","1,601",9.4,7.5,6,5.4,4.7,51974,52707,53895,55813,57510,47238,47744,48397,49476,50043,,,
CN3202100000000,32,21,"Mineral County, NV",2016,"1,972","1,842",130,10.1,6.4,5.4,5.2,4,4420,4376,4455,4544,4505,47238,47744,48397,49476,50043,,,
CN3202300000000,32,23,"Nye County, NV",2016,"16,091","14,915","1,176",8.7,7.3,6.4,5.6,5.1,42966,43248,43977,45186,46523,47238,47744,48397,49476,50043,,,
CN3202700000000,32,27,"Pershing County, NV",2016,"2,502","2,354",148,6.9,5.9,4.6,4,4,6618,6576,6469,6685,6725,47238,47744,48397,49476,50043,,,
CN3202900000000,32,29,"Storey County, NV",2016,"1,910","1,789",121,7.4,6.3,5,4.3,3.7,3876,3986,3976,3981,4123,47238,47744,48397,49476,50043,,,
CN3203100000000,32,31,"Washoe County, NV",2016,"230,356","218,851","11,505",6.2,5,4.1,3.5,3.2,442453,449723,456629,464354,471519,47238,47744,48397,49476,50043,,,
CN3203300000000,32,33,"White Pine County, NV",2016,"4,569","4,359",210,5.4,4.6,4,3.6,3,9873,9749,9651,9540,9580,47238,47744,48397,49476,50043,,,
CN3251000000000,32,510,"Carson City, NV",2016,"24,766","23,258","1,508",7.2,6.1,5,4.6,3.9,54068,54147,54532,55202,55916,53512,54247,54952,56029,57272,,,
CN3300100000000,33,1,"Belknap County, NH",2016,"31,336","30,465",871,3.3,2.8,2.7,2.6,2.5,60370,60747,60872,61145,61303,53512,54247,54952,56029,57272,,,
CN3300300000000,33,3,"Carroll County, NH",2016,"23,586","22,879",707,3.5,2.9,2.7,2.6,2.5,47399,47497,48132,48754,48910,53512,54247,54952,56029,57272,,,
CN3300500000000,33,5,"Cheshire County, NH",2016,"41,087","39,959","1,128",3.2,2.7,2.6,2.6,2.6,76288,75975,75963,75901,76085,53512,54247,54952,56029,57272,,,
CN3300700000000,33,7,"Coos County, NH",2016,"14,610","14,035",575,4.3,3.8,3.5,3.2,3.2,32343,31916,31396,31486,31563,53512,54247,54952,56029,57272,,,
CN3300900000000,33,9,"Grafton County, NH",2016,"48,638","47,447","1,191",2.7,2.4,2.2,2.1,2.2,89439,90004,89853,89701,89886,53512,54247,54952,56029,57272,,,
CN3301100000000,33,11,"Hillsborough County, NH",2016,"231,348","224,464","6,884",3.6,3,2.9,2.7,2.6,408985,411333,413204,414630,417025,53512,54247,54952,56029,57272,,,
CN3301300000000,33,13,"Merrimack County, NH",2016,"81,366","79,321","2,045",3.1,2.6,2.4,2.2,2.3,148649,149063,149830,150650,151391,53512,54247,54952,56029,57272,,,
CN3301500000000,33,15,"Rockingham County, NH",2016,"180,714","175,325","5,389",3.6,3,2.9,2.8,2.7,302691,304377,306669,308287,309769,53512,54247,54952,56029,57272,,,
CN3301700000000,33,17,"Strafford County, NH",2016,"72,256","70,457","1,799",3.1,2.5,2.4,2.3,2.3,127038,128311,129841,129797,130633,53512,54247,54952,56029,57272,,,
CN3301900000000,33,19,"Sullivan County, NH",2016,"23,625","23,065",560,2.7,2.3,2.2,2.2,2.3,43148,43084,43027,43114,43146,53512,54247,54952,56029,57272,,,
CN3400100000000,34,1,"Atlantic County, NJ",2016,"124,251","115,053","9,198",9.6,7.4,7.2,5.8,5.1,270153,267217,265498,263989,263670,60363,60867,61170,62543,63492,,,
CN3400300000000,34,3,"Bergen County, NJ",2016,"484,167","463,988","20,179",4.7,4.2,3.9,3.4,2.9,926391,928120,932420,932816,932202,60363,60867,61170,62543,63492,,,
CN3400500000000,34,5,"Burlington County, NJ",2016,"233,042","222,708","10,334",5.4,4.5,4.1,3.7,3.3,446832,445972,445610,444745,445349,60363,60867,61170,62543,63492,,,
CN3400700000000,34,7,"Camden County, NJ",2016,"255,629","241,640","13,989",6.5,5.5,5.1,4.6,4,507638,507002,506224,506353,506471,60363,60867,61170,62543,63492,,,
CN3400900000000,34,9,"Cape May County, NJ",2016,"47,219","42,585","4,634",11.1,9.8,9.2,8.4,7.2,94160,93655,93129,92446,92039,60363,60867,61170,62543,63492,,,
CN3401100000000,34,11,"Cumberland County, NJ",2016,"67,209","62,184","5,025",8.8,7.5,7,6.4,5.5,154712,153233,151423,150635,149527,60363,60867,61170,62543,63492,,,
CN3401300000000,34,13,"Essex County, NJ",2016,"371,140","348,806","22,334",6.9,6,5.6,5.1,4.5,790439,792689,796349,798570,798975,60363,60867,61170,62543,63492,,,
CN3401500000000,34,15,"Gloucester County, NJ",2016,"150,050","142,467","7,583",6.1,5.1,4.7,4.2,3.7,290943,290761,290961,291525,291636,60363,60867,61170,62543,63492,,,
CN3401700000000,34,17,"Hudson County, NJ",2016,"361,787","344,904","16,883",5.4,4.7,4.3,3.8,3.3,664492,668588,672826,671931,672391,60363,60867,61170,62543,63492,,,
CN3401900000000,34,19,"Hunterdon County, NJ",2016,"65,144","62,693","2,451",4.2,3.8,3.5,3.2,2.8,125452,124775,124712,124807,124371,60363,60867,61170,62543,63492,,,
CN3402100000000,34,21,"Mercer County, NJ",2016,"199,781","191,137","8,644",5,4.3,4.1,3.6,3.2,368124,367699,368168,368188,367430,60363,60867,61170,62543,63492,,,
CN3402300000000,34,23,"Middlesex County, NJ",2016,"442,447","422,948","19,499",5.2,4.4,4.1,3.6,3.1,825546,825457,827363,826172,825062,60363,60867,61170,62543,63492,,,
CN3402500000000,34,25,"Monmouth County, NJ",2016,"331,125","316,454","14,671",5.2,4.5,4.1,3.6,3.2,624079,622971,621990,620459,618795,60363,60867,61170,62543,63492,,,
CN3402700000000,34,27,"Morris County, NJ",2016,"260,506","250,348","10,158",4.4,3.9,3.6,3.2,2.8,494259,493801,493920,493070,491845,60363,60867,61170,62543,63492,,,
CN3402900000000,34,29,"Ocean County, NJ",2016,"268,849","254,769","14,080",6.2,5.2,4.8,4.2,3.7,587091,590897,595424,601478,607186,60363,60867,61170,62543,63492,,,
CN3403100000000,34,31,"Passaic County, NJ",2016,"247,829","232,633","15,196",7.1,6.2,5.7,5,4.3,504629,504147,504402,503183,501826,60363,60867,61170,62543,63492,,,
CN3403300000000,34,33,"Salem County, NJ",2016,"30,616","28,673","1,943",7.4,6.4,6.2,5.4,4.8,63732,63203,62883,62746,62385,60363,60867,61170,62543,63492,,,
CN3403500000000,34,35,"Somerset County, NJ",2016,"173,235","166,213","7,022",4.6,4.1,3.8,3.4,3,329626,329875,330573,330181,328934,60363,60867,61170,62543,63492,,,
CN3403700000000,34,37,"Sussex County, NJ",2016,"75,959","72,391","3,568",5.5,4.7,4.4,3.9,3.4,143004,141925,141197,140801,140488,60363,60867,61170,62543,63492,,,
CN3403900000000,34,39,"Union County, NJ",2016,"277,389","263,055","14,334",6,5.2,4.7,4.3,3.7,549905,552781,554738,556402,556341,60363,60867,61170,62543,63492,,,
CN3404100000000,34,41,"Warren County, NJ",2016,"56,886","54,283","2,603",5.4,4.6,4.2,3.8,3.3,106742,106059,105715,105528,105267,60363,60867,61170,62543,63492,,,
CN3500100000000,35,1,"Bernalillo County, NM",2016,"324,375","305,434","18,941",5.9,5.7,5.2,4.5,4.4,676248,677683,678203,678034,679121,43652,43635,43668,44728,46304,,,
CN3500300000000,35,3,"Catron County, NM",2016,"1,180","1,083",97,8.3,8,6.6,6.3,6.2,3476,3518,3553,3554,3527,43652,43635,43668,44728,46304,,,
CN3500500000000,35,5,"Chaves County, NM",2016,"27,796","25,903","1,893",6.3,6.6,6.1,4.8,4.9,65825,65646,65080,64554,64615,43652,43635,43668,44728,46304,,,
CN3500600000000,35,6,"Cibola County, NM",2016,"9,124","8,370",754,7.9,8.1,7.4,6.2,6.3,27044,27049,26921,26766,26675,43652,43635,43668,44728,46304,,,
CN3500700000000,35,7,"Colfax County, NM",2016,"5,753","5,401",352,6,5.9,5.7,4.8,4.7,12429,12250,12151,12071,11941,43652,43635,43668,44728,46304,,,
CN3500900000000,35,9,"Curry County, NM",2016,"21,716","20,607","1,109",4.9,5,4.6,4,4.1,50290,50283,49794,49338,48954,43652,43635,43668,44728,46304,,,
CN3501100000000,35,11,"De Baca County, NM",2016,816,776,40,5,4.7,4.4,4.5,4.3,1873,1835,1805,1779,1748,43652,43635,43668,44728,46304,,,
CN3501300000000,35,13,"Dona Ana County, NM",2016,"95,001","88,156","6,845",7.3,7.1,6.5,5.6,5.7,214034,214663,216174,217278,218195,43652,43635,43668,44728,46304,,,
CN3501500000000,35,15,"Eddy County, NM",2016,"28,304","26,430","1,874",4.9,6.4,5,3.3,3.1,57715,57650,57108,57729,58460,43652,43635,43668,44728,46304,,,
CN3501700000000,35,17,"Grant County, NM",2016,"12,313","11,505",808,6.4,6.4,5.8,4.8,4.8,28364,28040,27642,27303,26998,43652,43635,43668,44728,46304,,,
CN3501900000000,35,19,"Guadalupe County, NM",2016,"1,691","1,581",110,7,6.4,6.2,5.4,5.3,4350,4369,4410,4334,4300,43652,43635,43668,44728,46304,,,
CN3502100000000,35,21,"Harding County, NM",2016,277,257,20,8.4,6.9,6,5.1,5.1,719,687,684,650,625,43652,43635,43668,44728,46304,,,
CN3502300000000,35,23,"Hidalgo County, NM",2016,"2,195","2,070",125,6.2,5.4,4.8,3.7,4.3,4436,4324,4298,4231,4198,43652,43635,43668,44728,46304,,,
CN3502500000000,35,25,"Lea County, NM",2016,"27,206","24,627","2,579",6.2,9.1,6.2,4.1,3.9,71476,70249,69046,69543,71070,43652,43635,43668,44728,46304,,,
CN3502700000000,35,27,"Lincoln County, NM",2016,"8,523","8,009",514,5.7,5.9,5.3,4.5,4.6,19352,19397,19468,19518,19572,43652,43635,43668,44728,46304,,,
CN3502800000000,35,28,"Los Alamos County, NM",2016,"8,682","8,315",367,4,4.2,3.7,3.4,3.2,17817,18209,18742,18988,19369,43652,43635,43668,44728,46304,,,
CN3502900000000,35,29,"Luna County, NM",2016,"10,565","9,009","1,556",17.2,14.4,13.4,11.7,12.2,24367,24362,24100,23877,23709,43652,43635,43668,44728,46304,,,
CN3503100000000,35,31,"McKinley County, NM",2016,"24,171","21,879","2,292",9.7,9.3,8.2,7,7,73462,73028,72423,71911,71367,43652,43635,43668,44728,46304,,,
CN3503300000000,35,33,"Mora County, NM",2016,"2,226","2,029",197,9.6,8.6,7.6,6,6,4609,4533,4530,4487,4521,43652,43635,43668,44728,46304,,,
CN3503500000000,35,35,"Otero County, NM",2016,"25,230","23,708","1,522",6.1,6,5.8,4.9,4.9,64768,65647,66121,66659,67490,43652,43635,43668,44728,46304,,,
CN3503700000000,35,37,"Quay County, NM",2016,"3,188","2,969",219,7.1,6.7,5.9,4.7,5.2,8445,8390,8299,8242,8253,43652,43635,43668,44728,46304,,,
CN3503900000000,35,39,"Rio Arriba County, NM",2016,"16,560","15,319","1,241",8,7.4,6.1,5.2,5.3,39370,39245,39235,39023,38921,43652,43635,43668,44728,46304,,,
CN3504100000000,35,41,"Roosevelt County, NM",2016,"7,987","7,531",456,5.4,5.6,5,4.3,4.5,19137,19145,18900,18759,18500,43652,43635,43668,44728,46304,,,
CN3504300000000,35,43,"Sandoval County, NM",2016,"62,601","58,425","4,176",6.6,6.5,5.9,4.9,4.8,138521,140464,142689,145096,146748,43652,43635,43668,44728,46304,,,
CN3504500000000,35,45,"San Juan County, NM",2016,"53,752","48,953","4,799",6.8,8.7,7.2,5.7,5.7,128246,127954,126917,125499,123958,43652,43635,43668,44728,46304,,,
CN3504700000000,35,47,"San Miguel County, NM",2016,"10,984","10,134",850,7.6,7.6,7.1,5.9,5.8,28215,28005,27715,27480,27277,43652,43635,43668,44728,46304,,,
CN3504900000000,35,49,"Santa Fe County, NM",2016,"72,574","68,691","3,883",5.3,5.2,4.8,4.1,3.9,148098,148758,149491,149761,150358,43652,43635,43668,44728,46304,,,
CN3505100000000,35,51,"Sierra County, NM",2016,"4,044","3,699",345,9,8.3,7.4,6.9,6.8,11236,11117,11064,10949,10791,43652,43635,43668,44728,46304,,,
CN3505300000000,35,53,"Socorro County, NM",2016,"6,616","6,121",495,7.5,7.2,6.1,5.2,5.8,17152,16964,16832,16704,16637,43652,43635,43668,44728,46304,,,
CN3505500000000,35,55,"Taos County, NM",2016,"14,676","13,426","1,250",9.1,8.3,7.5,6.4,6,32797,32922,32790,32699,32723,43652,43635,43668,44728,46304,,,
CN3505700000000,35,57,"Torrance County, NM",2016,"5,522","5,018",504,9,9,8.2,7.5,6.8,15596,15491,15535,15512,15461,43652,43635,43668,44728,46304,,,
CN3505900000000,35,59,"Union County, NM",2016,"1,888","1,810",78,4.3,4,3.6,3.3,3.5,4163,4154,4180,4108,4059,43652,43635,43668,44728,46304,,,
CN3506100000000,35,61,"Valencia County, NM",2016,"29,823","27,669","2,154",7.4,7.1,6.3,5.4,5.3,75661,75599,75884,76305,76688,43652,43635,43668,44728,46304,,,
CN3600100000000,36,1,"Albany County, NY",2016,"158,778","152,357","6,421",4.3,4.1,4.2,3.7,3.6,307433,307597,307717,306585,305506,69814,70781,72434,73508,75131,,,
CN3600300000000,36,3,"Allegany County, NY",2016,"20,184","18,923","1,261",6.5,6.3,6.6,5.6,5.5,47334,47044,46639,46332,46091,69814,70781,72434,73508,75131,,,
CN3600500000000,36,5,"Bronx County, NY",2016,"609,629","566,258","43,371",7.8,7.1,6.3,5.8,5.4,1440005,1444417,1440625,1432087,1418207,69814,70781,72434,73508,75131,,,
CN3600700000000,36,7,"Broome County, NY",2016,"85,861","81,217","4,644",6,5.4,5.5,4.9,4.7,195928,194498,193100,191925,190488,69814,70781,72434,73508,75131,,,
CN3600900000000,36,9,"Cattaraugus County, NY",2016,"35,029","32,959","2,070",6.3,6,6.2,5.3,5.1,77926,77658,77176,76726,76117,69814,70781,72434,73508,75131,,,
CN3601100000000,36,11,"Cayuga County, NY",2016,"36,763","34,912","1,851",5.3,5.1,5,4.5,4.3,78298,77674,77457,77121,76576,69814,70781,72434,73508,75131,,,
CN3601300000000,36,13,"Chautauqua County, NY",2016,"56,388","53,133","3,255",6,5.8,6,5,4.7,130529,129206,128372,127472,126903,69814,70781,72434,73508,75131,,,
CN3601500000000,36,15,"Chemung County, NY",2016,"36,376","34,316","2,060",5.9,5.7,5.5,4.6,4.2,86705,85644,84736,83935,83456,69814,70781,72434,73508,75131,,,
CN3601700000000,36,17,"Chenango County, NY",2016,"22,916","21,761","1,155",5.5,5.1,5.3,4.7,4.4,48772,48315,47805,47445,47207,69814,70781,72434,73508,75131,,,
CN3601900000000,36,19,"Clinton County, NY",2016,"35,784","33,870","1,914",5.8,5.4,5.3,4.4,4.4,80718,80500,80531,80679,80485,69814,70781,72434,73508,75131,,,
CN3602100000000,36,21,"Columbia County, NY",2016,"31,541","30,382","1,159",4,3.7,3.8,3.3,3.2,61434,60835,60338,59785,59461,69814,70781,72434,73508,75131,,,
CN3602300000000,36,23,"Cortland County, NY",2016,"23,023","21,718","1,305",5.9,5.7,5.8,5.1,4.9,48290,47915,47815,47722,47581,69814,70781,72434,73508,75131,,,
CN3602500000000,36,25,"Delaware County, NY",2016,"19,333","18,270","1,063",6,5.5,5.5,4.8,4.7,45891,45393,45028,44526,44135,69814,70781,72434,73508,75131,,,
CN3602700000000,36,27,"Dutchess County, NY",2016,"142,780","136,831","5,949",4.5,4.2,4.3,3.7,3.6,294039,293029,293545,293939,294218,69814,70781,72434,73508,75131,,,
CN3602900000000,36,29,"Erie County, NY",2016,"446,601","424,797","21,804",5.3,4.9,5.1,4.4,4.3,920644,918678,919034,919717,918702,69814,70781,72434,73508,75131,,,
CN3603100000000,36,31,"Essex County, NY",2016,"17,274","16,351",923,6,5.3,5.5,4.8,4.7,37965,37671,37487,37288,36885,69814,70781,72434,73508,75131,,,
CN3603300000000,36,33,"Franklin County, NY",2016,"19,811","18,693","1,118",6.5,5.7,6,5.1,4.9,50540,51081,50465,50279,50022,69814,70781,72434,73508,75131,,,
CN3603500000000,36,35,"Fulton County, NY",2016,"23,318","21,992","1,326",6.4,5.7,5.8,5.1,5,53801,53610,53802,53633,53383,69814,70781,72434,73508,75131,,,
CN3603700000000,36,37,"Genesee County, NY",2016,"29,892","28,526","1,366",5,4.6,4.8,4.2,3.9,58462,58013,57798,57487,57280,69814,70781,72434,73508,75131,,,
CN3603900000000,36,39,"Greene County, NY",2016,"20,613","19,576","1,037",5.6,5,5.2,4.6,4.5,47616,47494,47442,47381,47188,69814,70781,72434,73508,75131,,,
CN3604100000000,36,41,"Hamilton County, NY",2016,"2,377","2,223",154,6.7,6.5,7.4,6.9,6,4699,4556,4471,4432,4416,69814,70781,72434,73508,75131,,,
CN3604300000000,36,43,"Herkimer County, NY",2016,"28,173","26,637","1,536",6.2,5.5,5.7,4.9,4.9,62652,62436,62163,61713,61319,69814,70781,72434,73508,75131,,,
CN3604500000000,36,45,"Jefferson County, NY",2016,"45,877","43,019","2,858",6.6,6.2,6.5,5.6,5.6,116371,112980,113157,111866,109834,69814,70781,72434,73508,75131,,,
CN3604700000000,36,47,"Kings County, NY",2016,"1,223,044","1,157,960","65,084",5.9,5.3,4.7,4.3,4.1,2608794,2608423,2594676,2578074,2559903,69814,70781,72434,73508,75131,,,
CN3604900000000,36,49,"Lewis County, NY",2016,"11,755","10,968",787,6.9,6.7,6.6,5.6,5.5,26827,26647,26605,26486,26296,69814,70781,72434,73508,75131,,,
CN3605100000000,36,51,"Livingston County, NY",2016,"31,218","29,687","1,531",5.3,4.9,5,4.3,4.2,64344,64000,63483,63213,62914,69814,70781,72434,73508,75131,,,
CN3605300000000,36,53,"Madison County, NY",2016,"32,770","31,052","1,718",5.7,5.3,5.5,4.8,4.5,71636,71387,70942,71117,70941,69814,70781,72434,73508,75131,,,
CN3605500000000,36,55,"Monroe County, NY",2016,"363,755","346,753","17,002",5.1,4.7,4.9,4.3,4.2,745577,743770,742724,742864,741770,69814,70781,72434,73508,75131,,,
CN3605700000000,36,57,"Montgomery County, NY",2016,"22,458","21,184","1,274",6.6,5.7,5.7,5.2,5.1,49564,49169,49163,49394,49221,69814,70781,72434,73508,75131,,,
CN3605900000000,36,59,"Nassau County, NY",2016,"698,999","671,779","27,220",4.2,3.9,4.1,3.5,3.4,1354840,1355952,1357293,1357534,1356924,69814,70781,72434,73508,75131,,,
CN3606100000000,36,61,"New York County, NY",2016,"918,498","876,869","41,629",4.9,4.6,4.1,3.7,3.5,1636063,1635443,1630698,1629055,1628706,69814,70781,72434,73508,75131,,,
CN3606300000000,36,63,"Niagara County, NY",2016,"100,789","94,971","5,818",6.2,5.8,6.2,5.2,5,212358,211554,210848,210060,209281,69814,70781,72434,73508,75131,,,
CN3606500000000,36,65,"Oneida County, NY",2016,"101,449","96,534","4,915",5.3,4.8,5,4.5,4.3,231264,230375,230011,229474,228671,69814,70781,72434,73508,75131,,,
CN3606700000000,36,67,"Onondaga County, NY",2016,"221,090","211,147","9,943",4.9,4.5,4.7,4,3.9,466277,464109,461795,461649,460528,69814,70781,72434,73508,75131,,,
CN3606900000000,36,69,"Ontario County, NY",2016,"54,880","52,514","2,366",4.7,4.3,4.5,3.9,3.9,109271,109229,109538,109738,109777,69814,70781,72434,73508,75131,,,
CN3607100000000,36,71,"Orange County, NY",2016,"178,440","170,783","7,657",4.7,4.3,4.5,3.9,3.8,375803,377799,379758,382126,384940,69814,70781,72434,73508,75131,,,
CN3607300000000,36,73,"Orleans County, NY",2016,"17,825","16,814","1,011",6.4,5.7,5.9,5,4.7,41481,41247,40786,40655,40352,69814,70781,72434,73508,75131,,,
CN3607500000000,36,75,"Oswego County, NY",2016,"53,521","50,092","3,429",7.2,6.5,6.5,5.5,5.4,119735,118895,118427,117515,117124,69814,70781,72434,73508,75131,,,
